Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
42;No;Travel_Rarely;916;Research & Development;17;2;Life Sciences;1;E2323;4;Female;82;4;2;Research Scientist;1;Single;6545;23016;3;Y;Yes;13;3;3;80;0;10;1;3;3;2;0;2
29;No;Travel_Rarely;1247;Sales;20;2;Marketing;1;E2324;4;Male;45;3;2;Sales Executive;4;Divorced;6931;10732;2;Y;No;14;3;4;80;1;10;2;3;3;2;0;2
25;No;Travel_Rarely;685;Research & Development;1;3;Life Sciences;1;E2325;1;Female;62;3;2;Manufacturing Director;3;Married;4898;7505;0;Y;No;12;3;4;80;2;5;3;3;4;2;1;2
42;No;Travel_Rarely;269;Research & Development;2;3;Medical;1;E2326;4;Female;56;2;1;Laboratory Technician;1;Divorced;2593;8007;0;Y;Yes;11;3;3;80;1;10;4;3;9;6;7;8
40;No;Travel_Rarely;1416;Research & Development;2;2;Medical;1;E2327;1;Male;49;3;5;Research Director;3;Divorced;19436;5949;0;Y;No;19;3;4;80;1;22;5;3;21;7;3;9
51;No;Travel_Rarely;833;Research & Development;1;3;Life Sciences;1;E2328;3;Male;96;3;1;Research Scientist;4;Married;2723;23231;1;Y;No;11;3;2;80;0;1;0;2;1;0;0;0
31;Yes;Travel_Frequently;307;Research & Development;29;2;Medical;1;E2329;3;Male;71;2;1;Laboratory Technician;2;Single;3479;11652;0;Y;No;11;3;2;80;0;6;2;4;5;4;1;4
32;No;Travel_Frequently;1311;Research & Development;7;3;Life Sciences;1;E2330;2;Male;100;4;1;Laboratory Technician;2;Married;2794;26062;1;Y;No;20;4;3;80;0;5;3;1;5;1;0;3
38;No;Non-Travel;1327;Sales;2;2;Life Sciences;1;E2331;4;Male;39;2;2;Sales Executive;4;Married;5249;19682;3;Y;No;18;3;4;80;1;13;0;3;8;7;7;5
32;No;Travel_Rarely;128;Research & Development;2;1;Technical Degree;1;E2332;4;Male;84;2;2;Laboratory Technician;1;Single;2176;19737;4;Y;No;13;3;4;80;0;9;5;3;6;2;0;4
46;No;Travel_Rarely;488;Sales;2;3;Technical Degree;1;E2333;3;Female;75;1;4;Manager;2;Married;16872;14977;3;Y;Yes;12;3;2;80;1;28;2;2;7;7;7;7
31;No;Travel_Rarely;1463;Research & Development;23;3;Medical;1;E2336;2;Male;64;2;2;Healthcare Representative;4;Married;5582;14408;0;Y;No;21;4;2;80;1;10;2;3;9;0;7;8
25;No;Non-Travel;675;Research & Development;5;2;Life Sciences;1;E2337;2;Male;85;4;2;Healthcare Representative;1;Divorced;4000;18384;1;Y;No;12;3;4;80;2;6;2;3;6;3;1;5
45;No;Travel_Rarely;1385;Research & Development;20;2;Medical;1;E2338;3;Male;79;3;4;Healthcare Representative;4;Married;13496;7501;0;Y;Yes;14;3;2;80;0;21;2;3;20;7;4;10
36;No;Travel_Rarely;1403;Research & Development;6;3;Life Sciences;1;E2339;4;Male;47;3;1;Laboratory Technician;4;Married;3210;20251;0;Y;No;11;3;3;80;1;16;4;3;15;13;10;11
55;No;Travel_Rarely;452;Research & Development;1;3;Medical;1;E2340;4;Male;81;3;5;Manager;1;Single;19045;18938;0;Y;Yes;14;3;3;80;0;37;2;3;36;10;4;13
47;Yes;Non-Travel;666;Research & Development;29;4;Life Sciences;1;E2341;1;Male;88;3;3;Manager;2;Married;11849;10268;1;Y;Yes;12;3;4;80;1;10;2;2;10;7;9;9
28;No;Travel_Rarely;1158;Research & Development;9;3;Medical;1;E2342;4;Male;94;3;1;Research Scientist;4;Married;2070;2613;1;Y;No;23;4;4;80;1;5;3;2;5;2;0;4
37;No;Travel_Rarely;228;Sales;6;4;Medical;1;E2343;3;Male;98;3;2;Sales Executive;4;Married;6502;22825;4;Y;No;14;3;2;80;1;7;5;4;5;4;0;1
21;No;Travel_Rarely;996;Research & Development;3;2;Medical;1;E2344;4;Male;100;2;1;Research Scientist;3;Single;3230;10531;1;Y;No;17;3;1;80;0;3;4;4;3;2;1;0
37;No;Non-Travel;728;Research & Development;1;4;Medical;1;E2345;1;Female;80;3;3;Research Director;4;Divorced;13603;11677;2;Y;Yes;18;3;1;80;2;15;2;3;5;2;0;2
35;No;Travel_Rarely;1315;Research & Development;22;3;Life Sciences;1;E2346;2;Female;71;4;3;Manager;2;Divorced;11996;19100;7;Y;No;18;3;2;80;1;10;6;2;7;7;6;2
38;No;Travel_Rarely;322;Sales;7;2;Medical;1;E2347;1;Female;44;4;2;Sales Executive;1;Divorced;5605;19191;1;Y;Yes;24;4;3;80;1;8;3;3;8;0;7;7
26;No;Travel_Frequently;1479;Research & Development;1;3;Life Sciences;1;E2348;3;Female;84;3;2;Manufacturing Director;2;Divorced;6397;26767;1;Y;No;20;4;1;80;1;6;6;1;6;5;1;4
50;No;Travel_Rarely;797;Research & Development;4;1;Life Sciences;1;E2349;1;Male;96;3;5;Research Director;2;Divorced;19144;15815;3;Y;No;14;3;1;80;2;28;4;2;10;4;1;6
53;No;Travel_Rarely;1070;Research & Development;3;4;Medical;1;E2350;3;Male;45;3;4;Research Director;3;Married;17584;21016;3;Y;Yes;16;3;4;80;3;21;5;2;5;3;1;3
42;No;Travel_Rarely;635;Sales;1;1;Life Sciences;1;E2351;2;Male;99;3;2;Sales Executive;3;Married;4907;24532;1;Y;No;25;4;3;80;0;20;3;3;20;16;11;6
29;No;Travel_Frequently;442;Sales;2;2;Life Sciences;1;E2352;2;Male;44;3;2;Sales Executive;4;Single;4554;20260;1;Y;No;18;3;1;80;0;10;3;2;10;7;0;9
55;No;Travel_Rarely;147;Research & Development;20;2;Technical Degree;1;E2353;2;Male;37;3;2;Laboratory Technician;4;Married;5415;15972;3;Y;Yes;19;3;4;80;1;12;4;3;10;7;0;8
26;No;Travel_Frequently;496;Research & Development;11;2;Medical;1;E2354;1;Male;60;3;2;Healthcare Representative;1;Married;4741;22722;1;Y;Yes;13;3;3;80;1;5;3;3;5;3;3;3
37;No;Travel_Rarely;1372;Research & Development;1;3;Life Sciences;1;E2355;4;Female;42;3;1;Research Scientist;4;Single;2115;15881;1;Y;No;12;3;2;80;0;17;3;3;17;12;5;7
44;Yes;Travel_Frequently;920;Research & Development;24;3;Life Sciences;1;E2356;4;Male;43;3;1;Laboratory Technician;3;Divorced;3161;19920;3;Y;Yes;22;4;4;80;1;19;0;1;1;0;0;0
38;No;Travel_Rarely;688;Research & Development;23;4;Life Sciences;1;E2357;4;Male;82;3;2;Healthcare Representative;4;Divorced;5745;18899;9;Y;No;14;3;2;80;1;10;2;3;2;2;1;2
26;Yes;Travel_Rarely;1449;Research & Development;16;4;Medical;1;E2358;1;Male;45;3;1;Laboratory Technician;2;Divorced;2373;14180;2;Y;Yes;13;3;4;80;1;5;2;3;3;2;0;2
28;No;Travel_Rarely;1117;Research & Development;8;2;Life Sciences;1;E2359;4;Female;66;3;1;Research Scientist;4;Single;3310;4488;1;Y;No;21;4;4;80;0;5;3;3;5;3;0;2
49;No;Travel_Frequently;636;Research & Development;10;4;Life Sciences;1;E2360;3;Female;35;3;5;Research Director;1;Single;18665;25594;9;Y;Yes;11;3;4;80;0;22;4;3;3;2;1;2
36;No;Travel_Rarely;506;Research & Development;3;3;Technical Degree;1;E2361;3;Male;30;3;2;Research Scientist;2;Single;4485;26285;4;Y;No;12;3;4;80;0;10;2;3;8;0;7;7
31;No;Travel_Frequently;444;Sales;5;3;Marketing;1;E2362;4;Female;84;3;1;Sales Representative;2;Divorced;2789;3909;1;Y;No;11;3;3;80;1;2;5;2;2;2;2;2
26;Yes;Travel_Rarely;950;Sales;4;4;Marketing;1;E2363;4;Male;48;2;2;Sales Executive;4;Single;5828;8450;1;Y;Yes;12;3;2;80;0;8;0;3;8;7;7;4
37;No;Travel_Frequently;889;Research & Development;9;3;Medical;1;E2364;2;Male;53;3;1;Research Scientist;4;Married;2326;11411;1;Y;Yes;12;3;3;80;3;4;3;2;4;2;1;2
42;No;Travel_Frequently;555;Sales;26;3;Marketing;1;E2365;3;Female;77;3;4;Sales Executive;2;Married;13525;14864;5;Y;No;14;3;4;80;1;23;2;4;20;4;4;8
35;No;Travel_Rarely;1232;Sales;16;3;Marketing;1;E2367;3;Male;96;3;3;Sales Executive;2;Married;8020;5100;0;Y;No;15;3;3;80;2;12;3;2;11;9;6;9
36;No;Travel_Frequently;566;Research & Development;18;4;Life Sciences;1;E2368;3;Male;81;4;1;Laboratory Technician;4;Married;3688;7122;4;Y;No;18;3;4;80;2;4;2;3;1;0;0;0
51;No;Travel_Rarely;1302;Research & Development;2;3;Medical;1;E2369;4;Male;84;1;2;Manufacturing Director;2;Divorced;5482;16321;5;Y;No;18;3;4;80;1;13;3;3;4;1;1;2
41;No;Travel_Rarely;334;Sales;2;4;Life Sciences;1;E2370;4;Male;88;3;4;Manager;2;Single;16015;15896;1;Y;No;19;3;2;80;0;22;2;3;22;10;0;4
28;No;Travel_Rarely;1476;Research & Development;16;2;Medical;1;E2372;2;Male;68;4;2;Healthcare Representative;1;Single;5661;4824;0;Y;No;19;3;3;80;0;9;2;3;8;3;0;7
31;No;Travel_Rarely;218;Sales;7;3;Technical Degree;1;E2373;2;Male;100;4;2;Sales Executive;4;Married;6929;12241;4;Y;No;11;3;2;80;1;10;3;2;8;7;7;7
39;No;Travel_Rarely;1132;Research & Development;1;3;Medical;1;E2374;3;Male;48;4;3;Healthcare Representative;4;Divorced;9613;10942;0;Y;No;17;3;1;80;3;19;5;2;18;10;3;7
36;No;Non-Travel;1105;Research & Development;24;4;Life Sciences;1;E2375;2;Female;47;3;2;Laboratory Technician;2;Married;5674;6927;7;Y;No;15;3;3;80;1;11;3;3;9;8;0;8
32;No;Travel_Rarely;906;Sales;7;3;Life Sciences;1;E2376;4;Male;91;2;2;Sales Executive;3;Married;5484;16985;1;Y;No;14;3;3;80;1;13;3;2;13;8;4;8
38;No;Travel_Rarely;849;Research & Development;25;2;Life Sciences;1;E2377;1;Female;81;2;3;Research Director;2;Married;12061;26707;3;Y;No;17;3;3;80;1;19;2;3;10;8;0;1
58;No;Non-Travel;390;Research & Development;1;4;Life Sciences;1;E2378;4;Male;32;1;2;Healthcare Representative;3;Divorced;5660;17056;2;Y;Yes;13;3;4;80;1;12;2;3;5;3;1;2
31;No;Travel_Rarely;691;Research & Development;5;4;Technical Degree;1;E2379;3;Male;86;3;1;Research Scientist;4;Married;4821;10077;0;Y;Yes;12;3;3;80;1;6;4;3;5;2;0;3
31;No;Travel_Rarely;106;Human Resources;2;3;Human Resources;1;E2380;1;Male;62;2;2;Human Resources;1;Married;6410;17822;3;Y;No;12;3;4;80;0;9;1;3;2;2;1;0
45;No;Travel_Frequently;1249;Research & Development;7;3;Life Sciences;1;E2381;1;Male;97;3;3;Laboratory Technician;1;Divorced;5210;20308;1;Y;No;18;3;1;80;1;24;2;3;24;9;9;11
31;No;Travel_Rarely;192;Research & Development;2;4;Life Sciences;1;E2382;3;Male;32;3;1;Research Scientist;4;Divorced;2695;7747;0;Y;Yes;18;3;2;80;1;3;2;1;2;2;2;2
33;No;Travel_Frequently;553;Research & Development;5;4;Life Sciences;1;E2383;4;Female;74;3;3;Manager;2;Married;11878;23364;6;Y;No;11;3;2;80;2;12;2;3;10;6;8;8
39;No;Travel_Rarely;117;Research & Development;10;1;Medical;1;E2384;3;Male;99;3;4;Manager;1;Married;17068;5355;1;Y;Yes;14;3;4;80;0;21;3;3;21;9;11;10
43;No;Travel_Frequently;185;Research & Development;10;4;Life Sciences;1;E2385;3;Female;33;3;1;Laboratory Technician;4;Single;2455;10675;0;Y;No;19;3;1;80;0;9;5;3;8;7;1;7
49;No;Travel_Rarely;1091;Research & Development;1;2;Technical Degree;1;E2386;3;Female;90;2;4;Healthcare Representative;3;Single;13964;17810;7;Y;Yes;12;3;4;80;0;25;2;3;7;1;0;7
52;Yes;Travel_Rarely;723;Research & Development;8;4;Medical;1;E2387;3;Male;85;2;2;Research Scientist;2;Married;4941;17747;2;Y;No;15;3;1;80;0;11;3;2;8;2;7;7
27;No;Travel_Rarely;1220;Research & Development;5;3;Life Sciences;1;E2388;3;Female;85;3;1;Research Scientist;2;Single;2478;20938;1;Y;Yes;12;3;2;80;0;4;2;2;4;3;1;2
32;No;Travel_Rarely;588;Sales;8;2;Technical Degree;1;E2389;3;Female;65;2;2;Sales Executive;2;Married;5228;24624;1;Y;Yes;11;3;4;80;0;13;2;3;13;12;11;9
27;No;Travel_Rarely;1377;Sales;2;3;Life Sciences;1;E2390;4;Male;74;3;2;Sales Executive;3;Single;4478;5242;1;Y;Yes;11;3;1;80;0;5;3;3;5;4;0;4
31;No;Travel_Rarely;691;Sales;7;3;Marketing;1;E2391;4;Male;73;3;2;Sales Executive;4;Divorced;7547;7143;4;Y;No;12;3;4;80;3;13;3;3;7;7;1;7
32;No;Travel_Rarely;1018;Research & Development;2;4;Medical;1;E2392;1;Female;74;4;2;Research Scientist;4;Single;5055;10557;7;Y;No;16;3;3;80;0;10;0;2;7;7;0;7
28;Yes;Travel_Rarely;1157;Research & Development;2;4;Medical;1;E2393;1;Male;84;1;1;Research Scientist;4;Married;3464;24737;5;Y;Yes;13;3;4;80;0;5;4;2;3;2;2;2
30;No;Travel_Rarely;1275;Research & Development;28;2;Medical;1;E2394;4;Female;64;3;2;Research Scientist;4;Married;5775;11934;1;Y;No;13;3;4;80;2;11;2;3;10;8;1;9
31;No;Travel_Frequently;798;Research & Development;7;2;Life Sciences;1;E2395;3;Female;48;2;3;Manufacturing Director;3;Married;8943;14034;1;Y;No;24;4;1;80;1;10;2;3;10;9;8;9
39;No;Travel_Frequently;672;Research & Development;7;2;Medical;1;E2396;3;Male;54;2;5;Manager;4;Married;19272;21141;1;Y;No;15;3;1;80;1;21;2;3;21;9;13;3
39;Yes;Travel_Rarely;1162;Sales;3;2;Medical;1;E2397;4;Female;41;3;2;Sales Executive;3;Married;5238;17778;4;Y;Yes;18;3;1;80;0;12;3;2;1;0;0;0
33;No;Travel_Frequently;508;Sales;10;3;Marketing;1;E2398;2;Male;46;2;2;Sales Executive;4;Single;4682;4317;3;Y;No;14;3;3;80;0;9;6;2;7;7;0;1
47;No;Travel_Rarely;1482;Research & Development;5;5;Life Sciences;1;E2399;4;Male;42;3;5;Research Director;3;Married;18300;16375;4;Y;No;11;3;2;80;1;21;2;3;3;2;1;1
43;No;Travel_Frequently;559;Research & Development;10;4;Life Sciences;1;E2400;3;Female;82;2;2;Laboratory Technician;3;Divorced;5257;6227;1;Y;No;11;3;2;80;1;9;3;4;9;7;0;0
27;No;Non-Travel;210;Sales;1;1;Marketing;1;E2401;3;Male;73;3;2;Sales Executive;2;Married;6349;22107;0;Y;Yes;13;3;4;80;1;6;0;3;5;4;1;4
54;No;Travel_Frequently;928;Research & Development;20;4;Life Sciences;1;E2402;4;Female;31;3;2;Research Scientist;3;Single;4869;16885;3;Y;No;12;3;4;80;0;20;4;2;4;3;0;3
43;No;Travel_Rarely;1001;Research & Development;7;3;Life Sciences;1;E2403;3;Female;43;3;3;Healthcare Representative;1;Married;9985;9262;8;Y;No;16;3;1;80;1;10;1;2;1;0;0;0
45;No;Travel_Rarely;549;Research & Development;8;4;Other;1;E2404;4;Male;75;3;2;Research Scientist;4;Married;3697;9278;9;Y;No;14;3;1;80;2;12;3;3;10;9;9;8
40;No;Travel_Rarely;1124;Sales;1;2;Medical;1;E2405;2;Male;57;1;2;Sales Executive;4;Married;7457;13273;2;Y;Yes;22;4;3;80;3;6;2;2;4;3;0;2
29;Yes;Travel_Rarely;318;Research & Development;8;4;Other;1;E2406;2;Male;77;1;1;Laboratory Technician;1;Married;2119;4759;1;Y;Yes;11;3;4;80;0;7;4;2;7;7;0;7
29;No;Travel_Rarely;738;Research & Development;9;5;Other;1;E2407;2;Male;30;2;1;Laboratory Technician;4;Single;3983;7621;0;Y;No;17;3;3;80;0;4;2;3;3;2;2;2
30;No;Travel_Rarely;570;Sales;5;3;Marketing;1;E2408;4;Female;30;2;2;Sales Executive;3;Divorced;6118;5431;1;Y;No;13;3;3;80;3;10;2;3;10;9;1;2
27;No;Travel_Rarely;1130;Sales;8;4;Marketing;1;E2409;2;Female;56;3;2;Sales Executive;2;Married;6214;3415;1;Y;No;18;3;1;80;1;8;3;3;8;7;0;7
37;No;Travel_Rarely;1192;Research & Development;5;2;Medical;1;E2410;4;Male;61;3;2;Manufacturing Director;4;Divorced;6347;23177;7;Y;No;16;3;3;80;2;8;2;2;6;2;0;4
38;No;Travel_Rarely;343;Research & Development;15;2;Life Sciences;1;E2411;3;Male;92;2;3;Research Director;4;Divorced;11510;15682;0;Y;Yes;14;3;2;80;1;12;3;3;11;10;2;9
31;No;Travel_Rarely;1232;Research & Development;7;4;Medical;1;E2412;3;Female;39;3;3;Manufacturing Director;4;Single;7143;25713;1;Y;Yes;14;3;3;80;0;11;2;2;11;9;4;10
29;No;Travel_Rarely;144;Sales;10;1;Marketing;1;E2413;4;Female;39;2;2;Sales Executive;2;Divorced;8268;11866;1;Y;Yes;14;3;1;80;2;7;2;3;7;7;1;7
35;No;Travel_Rarely;1296;Research & Development;5;4;Technical Degree;1;E2414;3;Male;62;3;3;Manufacturing Director;2;Single;8095;18264;0;Y;No;13;3;4;80;0;17;5;3;16;6;0;13
23;No;Travel_Rarely;1309;Research & Development;26;1;Life Sciences;1;E2415;3;Male;83;3;1;Research Scientist;4;Divorced;2904;16092;1;Y;No;12;3;3;80;2;4;2;2;4;2;0;2
41;No;Travel_Rarely;483;Research & Development;6;3;Medical;1;E2416;4;Male;95;2;2;Manufacturing Director;2;Single;6032;10110;6;Y;Yes;15;3;4;80;0;8;3;3;5;4;1;2
42;No;Travel_Rarely;810;Research & Development;23;5;Life Sciences;1;E2418;1;Female;44;3;4;Research Director;4;Single;15992;15901;2;Y;No;14;3;2;80;0;16;2;3;1;0;0;0
29;No;Non-Travel;746;Sales;2;3;Life Sciences;1;E2419;4;Male;61;3;2;Sales Executive;3;Married;4649;16928;1;Y;No;14;3;1;80;1;4;3;2;4;3;0;2
42;No;Travel_Rarely;544;Human Resources;2;1;Technical Degree;1;E2420;3;Male;52;3;1;Human Resources;3;Divorced;2696;24017;0;Y;Yes;11;3;3;80;1;4;5;3;3;2;1;0
32;No;Travel_Rarely;1062;Research & Development;2;3;Medical;1;E2421;3;Female;75;3;1;Laboratory Technician;2;Married;2370;3956;1;Y;No;13;3;3;80;1;8;4;3;8;0;0;7
37;No;Travel_Rarely;1319;Research & Development;6;3;Medical;1;E2423;3;Male;51;4;2;Research Scientist;1;Divorced;5974;17001;4;Y;Yes;13;3;1;80;2;13;2;3;7;7;6;7
30;No;Non-Travel;641;Sales;25;2;Technical Degree;1;E2424;4;Female;85;3;2;Sales Executive;3;Married;4736;6069;7;Y;Yes;12;3;2;80;1;4;2;4;2;2;2;2
26;No;Travel_Rarely;933;Sales;1;3;Life Sciences;1;E2425;3;Male;57;3;2;Sales Executive;3;Married;5296;20156;1;Y;No;17;3;2;80;1;8;3;3;8;7;7;7
42;No;Travel_Rarely;1332;Research & Development;2;4;Other;1;E2426;1;Male;98;2;2;Healthcare Representative;4;Single;6781;17078;3;Y;No;23;4;2;80;0;14;6;3;1;0;0;0
21;Yes;Travel_Frequently;756;Sales;1;1;Technical Degree;1;E2427;1;Female;99;2;1;Sales Representative;2;Single;2174;9150;1;Y;Yes;11;3;3;80;0;3;3;3;3;2;1;2
36;No;Non-Travel;845;Sales;1;5;Medical;1;E2428;4;Female;45;3;2;Sales Executive;4;Single;6653;15276;4;Y;No;15;3;2;80;0;7;6;3;1;0;0;0
36;No;Travel_Frequently;541;Sales;3;4;Medical;1;E2429;1;Male;48;2;3;Sales Executive;4;Married;9699;7246;4;Y;No;11;3;1;80;1;16;2;3;13;9;1;12
57;No;Travel_Rarely;593;Research & Development;1;4;Medical;1;E2430;4;Male;88;3;2;Healthcare Representative;3;Married;6755;2967;2;Y;No;11;3;3;80;0;15;2;3;3;2;1;2
40;No;Travel_Rarely;1171;Research & Development;10;4;Life Sciences;1;E2431;4;Female;46;4;1;Laboratory Technician;3;Married;2213;22495;3;Y;Yes;13;3;3;80;1;10;3;3;7;7;1;7
21;No;Non-Travel;895;Sales;9;2;Medical;1;E2432;1;Male;39;3;1;Sales Representative;4;Single;2610;2851;1;Y;No;24;4;3;80;0;3;3;2;3;2;2;2
33;Yes;Travel_Rarely;350;Sales;5;3;Marketing;1;E2433;4;Female;34;3;1;Sales Representative;3;Single;2851;9150;1;Y;Yes;13;3;2;80;0;1;2;3;1;0;0;0
37;No;Travel_Rarely;921;Research & Development;10;3;Medical;1;E2434;3;Female;98;3;1;Laboratory Technician;1;Married;3452;17663;6;Y;No;20;4;2;80;1;17;3;3;5;4;0;3
46;No;Non-Travel;1144;Research & Development;7;4;Medical;1;E2435;3;Female;30;3;2;Manufacturing Director;3;Married;5258;16044;2;Y;No;14;3;3;80;0;7;2;4;1;0;0;0
41;Yes;Travel_Frequently;143;Sales;4;3;Marketing;1;E2436;1;Male;56;3;2;Sales Executive;2;Single;9355;9558;1;Y;No;18;3;3;80;0;8;5;3;8;7;7;7
50;No;Travel_Rarely;1046;Research & Development;10;3;Technical Degree;1;E2437;4;Male;100;2;3;Healthcare Representative;4;Single;10496;2755;6;Y;No;15;3;4;80;0;20;2;3;4;3;1;3
40;Yes;Travel_Rarely;575;Sales;22;2;Marketing;1;E2438;3;Male;68;2;2;Sales Executive;3;Married;6380;6110;2;Y;Yes;12;3;1;80;2;8;6;3;6;4;1;0
31;No;Travel_Rarely;408;Research & Development;9;4;Life Sciences;1;E2439;3;Male;42;2;1;Research Scientist;2;Single;2657;7551;0;Y;Yes;16;3;4;80;0;3;5;3;2;2;2;2
21;Yes;Travel_Rarely;156;Sales;12;3;Life Sciences;1;E2440;3;Female;90;4;1;Sales Representative;2;Single;2716;25422;1;Y;No;15;3;4;80;0;1;0;3;1;0;0;0
29;No;Travel_Rarely;1283;Research & Development;23;3;Life Sciences;1;E2441;4;Male;54;3;1;Research Scientist;4;Single;2201;18168;9;Y;No;16;3;4;80;0;6;4;3;3;2;1;2
35;No;Travel_Rarely;755;Research & Development;9;4;Life Sciences;1;E2442;3;Male;97;2;2;Healthcare Representative;2;Single;6540;19394;9;Y;No;19;3;3;80;0;10;5;3;1;1;0;0
27;No;Travel_Rarely;1469;Research & Development;1;2;Medical;1;E2443;4;Male;82;3;1;Laboratory Technician;2;Divorced;3816;17881;1;Y;No;11;3;2;80;1;5;2;3;5;2;0;4
28;No;Travel_Rarely;304;Sales;9;4;Life Sciences;1;E2444;2;Male;92;3;2;Sales Executive;4;Single;5253;20750;1;Y;No;16;3;4;80;0;7;1;3;7;5;0;7
49;No;Travel_Rarely;1261;Research & Development;7;3;Other;1;E2445;2;Male;31;2;3;Healthcare Representative;3;Single;10965;12066;8;Y;No;24;4;3;80;0;26;2;3;5;2;0;0
51;No;Travel_Rarely;1178;Sales;14;2;Life Sciences;1;E2446;3;Female;87;3;2;Sales Executive;4;Married;4936;14862;4;Y;No;11;3;3;80;1;18;2;2;7;7;0;7
36;No;Travel_Rarely;329;Research & Development;2;3;Life Sciences;1;E2447;4;Female;96;3;1;Research Scientist;3;Married;2543;11868;4;Y;No;13;3;2;80;1;6;3;3;2;2;2;2
34;Yes;Non-Travel;1362;Sales;19;3;Marketing;1;E2448;1;Male;67;4;2;Sales Executive;4;Single;5304;4652;8;Y;Yes;13;3;2;80;0;9;3;2;5;2;0;4
55;No;Travel_Rarely;1311;Research & Development;2;3;Life Sciences;1;E2449;3;Female;97;3;4;Manager;4;Single;16659;23258;2;Y;Yes;13;3;3;80;0;30;2;3;5;4;1;2
24;No;Travel_Rarely;1371;Sales;10;4;Marketing;1;E2450;4;Female;77;3;2;Sales Executive;3;Divorced;4260;5915;1;Y;Yes;12;3;4;80;1;5;2;4;5;2;0;3
30;No;Travel_Rarely;202;Sales;2;1;Technical Degree;1;E2451;3;Male;72;3;1;Sales Representative;2;Married;2476;17434;1;Y;No;18;3;1;80;1;1;3;3;1;0;0;0
26;Yes;Travel_Frequently;575;Research & Development;3;1;Technical Degree;1;E2452;3;Male;73;3;1;Research Scientist;1;Single;3102;6582;0;Y;No;22;4;3;80;0;7;2;3;6;4;0;4
22;No;Travel_Rarely;253;Research & Development;11;3;Medical;1;E2453;1;Female;43;3;1;Research Scientist;2;Married;2244;24440;1;Y;No;13;3;4;80;1;2;1;3;2;1;1;2
36;No;Travel_Rarely;164;Sales;2;2;Medical;1;E2454;2;Male;61;2;3;Sales Executive;3;Married;7596;3809;1;Y;No;13;3;2;80;2;10;2;3;10;9;9;0
30;Yes;Travel_Frequently;464;Research & Development;4;3;Technical Degree;1;E2455;3;Male;40;3;1;Research Scientist;4;Single;2285;3427;9;Y;Yes;23;4;3;80;0;3;4;3;1;0;0;0
37;No;Travel_Rarely;1107;Research & Development;14;3;Life Sciences;1;E2456;4;Female;95;3;1;Laboratory Technician;1;Divorced;3034;26914;1;Y;No;12;3;3;80;1;18;2;2;18;7;12;17
40;No;Travel_Rarely;759;Sales;2;2;Marketing;1;E2457;4;Female;46;3;2;Sales Executive;2;Divorced;5715;22553;7;Y;No;12;3;3;80;2;8;5;3;5;4;1;3
42;No;Travel_Rarely;201;Research & Development;1;4;Life Sciences;1;E2458;2;Female;95;3;1;Laboratory Technician;1;Divorced;2576;20490;3;Y;No;16;3;2;80;1;8;5;3;5;2;1;2
37;No;Travel_Rarely;1305;Research & Development;10;4;Life Sciences;1;E2459;3;Male;49;3;2;Manufacturing Director;2;Single;4197;21123;2;Y;Yes;12;3;4;80;0;18;2;2;1;0;0;1
43;No;Travel_Rarely;982;Research & Development;12;3;Life Sciences;1;E2460;1;Male;59;2;4;Research Director;2;Divorced;14336;4345;1;Y;No;11;3;3;80;1;25;3;3;25;10;3;9
40;No;Travel_Rarely;555;Research & Development;2;3;Medical;1;E2461;2;Female;78;2;2;Laboratory Technician;3;Married;3448;13436;6;Y;No;22;4;2;80;1;20;3;3;1;0;0;0
54;No;Travel_Rarely;821;Research & Development;5;2;Medical;1;E2462;1;Male;86;3;5;Research Director;1;Married;19406;8509;4;Y;No;11;3;3;80;1;24;4;2;4;2;1;2
34;No;Non-Travel;1381;Sales;4;4;Marketing;1;E2463;3;Female;72;3;2;Sales Executive;3;Married;6538;12740;9;Y;No;15;3;1;80;1;6;3;3;3;2;1;2
31;No;Travel_Rarely;480;Research & Development;7;2;Medical;1;E2464;2;Female;31;3;2;Manufacturing Director;1;Married;4306;4156;1;Y;No;12;3;2;80;1;13;5;1;13;10;3;12
43;No;Travel_Frequently;313;Research & Development;21;3;Medical;1;E2465;4;Male;61;3;1;Laboratory Technician;4;Married;2258;15238;7;Y;No;20;4;1;80;1;8;1;3;3;2;1;2
43;No;Travel_Rarely;1473;Research & Development;8;4;Other;1;E2466;3;Female;74;3;2;Healthcare Representative;3;Divorced;4522;2227;4;Y;Yes;14;3;4;80;0;8;3;3;5;2;0;2
25;No;Travel_Rarely;891;Sales;4;2;Life Sciences;1;E2467;2;Female;99;2;2;Sales Executive;4;Single;4487;12090;1;Y;Yes;11;3;2;80;0;5;3;3;5;4;1;3
37;No;Non-Travel;1063;Research & Development;25;5;Medical;1;E2468;2;Female;72;3;2;Research Scientist;3;Married;4449;23866;3;Y;Yes;15;3;1;80;2;15;2;3;13;11;10;7
